Model,km,kcat,kd,e0,Si,Xopt,nlotes,V0,Mcat,e0_st0,e0_st1,e0_st2,e0_st3,e0_st4,e0_st5,e0_st6,t_reaccion0,t_reaccion1,t_reaccion2,t_reaccion3,t_reaccion4,t_reaccion5,t_reaccion6,producto0,producto1,producto2,producto3,producto4,producto5,producto6,productivity_specif0,productivity_specif1,productivity_specif2,productivity_specif3,productivity_specif4,productivity_specif5,productivity_specif6,Productividad_especifica_global
24,110.11550414852871,0.8498316762719709,0.970278811116877,52.48933492767797,223.67653875955156,0.9,6,1.089726905391564,0.9483075523830986,52.48933492767797,3.4082091178483997e-16,0.0,0.0,0.0,0.0,0.0,0.0,40.78805398122649,0.0,0.0,0.0,0.0,0.0,0.0,231.32970690863593,231.32970690863593,231.32970690863593,231.32970690863593,231.32970690863593,231.32970690863593,0.0,5.6715063438699485,0.0,0.0,0.0,0.0,0.0,34.02903806321969
25,79.98979356499085,1.0060969579442833,2.178899563617205,59.89445963950533,148.6504809951052,0.9,6,0.9963440355809217,0.9763781709940473,59.89445963950533,1.4914839545912597e-14,0.0,0.0,0.0,0.0,0.0,0.0,16.489518077007038,0.0,0.0,0.0,0.0,0.0,0.0,136.52119852027093,136.52119852027093,136.52119852027093,136.52119852027093,136.52119852027093,136.52119852027093,0.0,8.279271588333192,0.0,0.0,0.0,0.0,0.0,49.67562952999914
26,90.25220988084078,1.2761570211829287,0.1396145922430772,51.57160010652742,162.2672630577588,0.9,6,1.0513747660457866,1.03967219883789,51.57160010652742,12.859144423367635,2.404660562076286e-13,6.815775160086225e-18,0.0,0.0,0.0,0.0,9.948214771760233,226.4108080139064,75.0,0.0,0.0,0.0,0.0,147.6843714128767,295.3687428257534,443.0531142386301,443.0531142386301,443.0531142386301,443.0531142386301,0.0,14.845313938346496,1.2496613809983361,1.422965393052441,0.0,0.0,0.0,7.114826965262204
27,94.37232179655975,0.9430882855893,0.7390723782307128,51.08627927702736,178.6715611440953,0.9,6,1.0562496559879664,1.008018961626078,51.08627927702736,1.6753356082671912e-13,0.0,0.0,0.0,0.0,0.0,0.0,45.125632667083885,0.0,0.0,0.0,0.0,0.0,0.0,168.49841516866275,168.49841516866275,168.49841516866275,168.49841516866275,168.49841516866275,168.49841516866275,0.0,3.7339845495744375,0.0,0.0,0.0,0.0,0.0,22.403907297446626
28,97.39161035927081,0.7578647480905931,1.5854710862544388,54.340970629653505,183.11195337540676,0.9,6,0.9902792130453641,1.0992395480790187,54.340970629653505,2.9728927677883188e-15,0.0,0.0,0.0,0.0,0.0,0.0,23.61728303395958,0.0,0.0,0.0,0.0,0.0,0.0,148.46515053449113,148.46515053449113,148.46515053449113,148.46515053449113,148.46515053449113,148.46515053449113,0.0,6.286292556218735,0.0,0.0,0.0,0.0,0.0,37.71775533731241
29,113.97677709669433,0.9725933321287925,1.5120132501513146,73.29879731196256,160.2207069036874,0.9,6,0.9990837626461833,1.0839119498529395,73.29879731196256,3.8457962263793487e-13,0.0,0.0,0.0,0.0,0.0,0.0,21.74661481580158,0.0,0.0,0.0,0.0,0.0,0.0,132.91348624396744,132.91348624396744,132.91348624396744,132.91348624396744,132.91348624396744,132.91348624396744,0.0,6.111916147399159,0.0,0.0,0.0,0.0,0.0,36.67149688439495
30,110.6054844741788,1.2756749922835822,0.5938807472275665,61.17572117932801,194.12495010569432,0.9,6,0.959862499588586,0.9544254387358222,61.17572117932801,3.939463387745468e-13,0.0,0.0,0.0,0.0,0.0,0.0,55.021672686792364,0.0,0.0,0.0,0.0,0.0,0.0,175.70773687569667,175.70773687569667,175.70773687569667,175.70773687569667,175.70773687569667,175.70773687569667,0.0,3.193427758474422,0.0,0.0,0.0,0.0,0.0,19.160566550846532
31,106.06439195440647,1.209652124228936,1.2536655938866357,51.5670883053088,175.75785320942697,0.9,6,1.0113374246265996,0.9651365179760433,51.5670883053088,2.0970361465228404e-12,0.0,0.0,0.0,0.0,0.0,0.0,24.594580821799216,0.0,0.0,0.0,0.0,0.0,0.0,165.75421422860362,165.75421422860362,165.75421422860362,165.75421422860362,165.75421422860362,165.75421422860362,0.0,6.739460836091529,0.0,0.0,0.0,0.0,0.0,40.43676501654917
32,95.79282477562384,1.0531673014182987,1.8424815778723176,83.70561694063403,169.68141678837088,0.9,6,1.0305442950753985,0.9444788152783579,83.70561694063403,2.3429197776879643e-12,0.0,0.0,0.0,0.0,0.0,0.0,16.937444397911268,0.0,0.0,0.0,0.0,0.0,0.0,166.62924768728385,166.62924768728385,166.62924768728385,166.62924768728385,166.62924768728385,166.62924768728385,0.0,9.837921458082109,0.0,0.0,0.0,0.0,0.0,59.02752874849265
33,88.1828359243436,0.7251711152225049,0.9834929357563057,55.97229369044192,189.72669083807847,0.9,6,1.0577334361161987,0.9017824408116731,55.97229369044192,5.6406746735926485e-14,0.0,0.0,0.0,0.0,0.0,0.0,35.11061765461953,0.0,0.0,0.0,0.0,0.0,0.0,200.28360498818319,200.28360498818319,200.28360498818319,200.28360498818319,200.28360498818319,200.28360498818319,0.0,5.704360058782154,0.0,0.0,0.0,0.0,0.0,34.22616035269292
34,100.8522803585238,0.9672234151589969,0.25840327659546614,67.9264084408979,188.24724111260858,0.9,6,0.9484449525686057,0.9974122242359615,67.9264084408979,1.1479779635368581e-14,1.7962038511081645e-17,0.0,0.0,0.0,0.0,0.0,140.5423900522607,25.0,0.0,0.0,0.0,0.0,0.0,161.10483428703444,322.20966857406887,322.20966857406887,322.20966857406887,322.20966857406887,322.20966857406887,0.0,1.1463077739543748,1.946387680353952,0.0,0.0,0.0,0.0,10.705132241946737
35,101.65024717907689,0.9893113345911527,1.5113921265082397,61.922142985489614,156.91851979196554,0.9,6,1.0853600415530398,0.9912344807760132,61.922142985489614,5.161320088429021e-14,0.0,0.0,0.0,0.0,0.0,0.0,22.972778640767622,0.0,0.0,0.0,0.0,0.0,0.0,154.63725790255373,154.63725790255373,154.63725790255373,154.63725790255373,154.63725790255373,154.63725790255373,0.0,6.731325814811691,0.0,0.0,0.0,0.0,0.0,40.38795488887015
36,113.24888983179967,0.8779727788108092,1.2591590584855168,78.76933534071459,179.57611200134326,0.9,6,1.074220818708807,1.0802299410354286,78.76933534071459,3.441484390264277e-12,0.0,0.0,0.0,0.0,0.0,0.0,24.430306717185218,0.0,0.0,0.0,0.0,0.0,0.0,160.7194465307554,160.7194465307554,160.7194465307554,160.7194465307554,160.7194465307554,160.7194465307554,0.0,6.578691311218748,0.0,0.0,0.0,0.0,0.0,39.47214786731248
37,126.58785970254723,1.1458266183666963,1.4745924195573252,75.39794273563874,203.48550197504778,0.9,6,1.086265339115448,0.9004397468651463,75.39794273563874,2.912205359591213e-12,0.0,0.0,0.0,0.0,0.0,0.0,20.944696342249713,0.0,0.0,0.0,0.0,0.0,0.0,220.9312990900163,220.9312990900163,220.9312990900163,220.9312990900163,220.9312990900163,220.9312990900163,0.0,10.548317124290454,0.0,0.0,0.0,0.0,0.0,63.289902745742715
38,108.2591789544934,1.2639316124309858,1.7946907959961875,46.38657545295108,142.1851201008197,0.9,6,1.0881233858358403,1.0104931731048288,46.38657545295108,9.868133414778358e-15,0.0,0.0,0.0,0.0,0.0,0.0,20.107349885638115,0.0,0.0,0.0,0.0,0.0,0.0,137.7975255802905,137.7975255802905,137.7975255802905,137.7975255802905,137.7975255802905,137.7975255802905,0.0,6.853092345039156,0.0,0.0,0.0,0.0,0.0,41.118554070234936
39,111.13600247163409,0.9286697332317128,0.9120332833881224,60.31971357805545,138.92948676649348,0.9,6,0.9802116096459149,0.9907497261091776,60.31971357805545,4.3576499978438486e-13,0.0,0.0,0.0,0.0,0.0,0.0,35.70191226195328,0.0,0.0,0.0,0.0,0.0,0.0,123.70658606883418,123.70658606883418,123.70658606883418,123.70658606883418,123.70658606883418,123.70658606883418,0.0,3.464984877033197,0.0,0.0,0.0,0.0,0.0,20.789909262199185
40,110.12876913548536,0.9579634733822151,0.890384769033517,59.40840494272229,210.5411940201074,0.9,6,0.9472063959985062,1.003941814315711,59.40840494272229,2.213837513355091e-14,0.0,0.0,0.0,0.0,0.0,0.0,39.899491557039774,0.0,0.0,0.0,0.0,0.0,0.0,178.7786567687129,178.7786567687129,178.7786567687129,178.7786567687129,178.7786567687129,178.7786567687129,0.0,4.48072518701481,0.0,0.0,0.0,0.0,0.0,26.88435112208886
41,95.2751898835082,0.802900434014953,2.1478438459056406,67.8209781496102,186.65799507229087,0.9,6,1.0181746873047206,1.08542971698441,67.8209781496102,1.7459537923126448e-15,0.0,0.0,0.0,0.0,0.0,0.0,17.784508419859282,0.0,0.0,0.0,0.0,0.0,0.0,157.583119858093,157.583119858093,157.583119858093,157.583119858093,157.583119858093,157.583119858093,0.0,8.860695844824473,0.0,0.0,0.0,0.0,0.0,53.16417506894684
42,91.68618375728607,1.0675293836185715,0.7907437340654013,61.42370534001318,206.60356696909432,0.9,6,1.0532027270162685,1.099964618425888,61.42370534001318,6.779817462114203e-11,0.0,0.0,0.0,0.0,0.0,0.0,34.81821037504286,0.0,0.0,0.0,0.0,0.0,0.0,178.03835946021323,178.03835946021323,178.03835946021323,178.03835946021323,178.03835946021323,178.03835946021323,0.0,5.113369054367834,0.0,0.0,0.0,0.0,0.0,30.680214326207008
43,100.26735970216335,1.0609901985431802,0.19278669290907616,40.39072572814275,176.34356064175205,0.9,6,1.0349552295084503,0.9462216832392337,40.39072572814275,3.540955565960063e-11,1.8606115321058945e-17,0.0,0.0,0.0,0.0,0.0,144.00703273047162,75.0,0.0,0.0,0.0,0.0,0.0,173.59242993289183,347.18485986578366,347.18485986578366,347.18485986578366,347.18485986578366,347.18485986578366,0.0,1.2054441136759844,1.5852680872264884,0.0,0.0,0.0,0.0,8.718974479745686
44,82.79265414702306,1.0214049781180858,2.1065785649646718,78.4779537435793,186.1099920596368,0.9,6,0.9626316739913977,1.0693691432084214,78.4779537435793,3.503447388961936e-15,0.0,0.0,0.0,0.0,0.0,0.0,17.87156069579027,0.0,0.0,0.0,0.0,0.0,0.0,150.780333345731,150.780333345731,150.780333345731,150.780333345731,150.780333345731,150.780333345731,0.0,8.436886733750569,0.0,0.0,0.0,0.0,0.0,50.62132040250342
45,97.21086248506468,1.1480752873447713,0.8170247907205173,80.72392731553667,202.51850720514426,0.9,6,1.0439364221424314,1.037748842079226,80.72392731553667,1.0548470424462289e-09,0.0,0.0,0.0,0.0,0.0,0.0,30.673371698202757,0.0,0.0,0.0,0.0,0.0,0.0,183.3534218792236,183.3534218792236,183.3534218792236,183.3534218792236,183.3534218792236,183.3534218792236,0.0,5.977608972474545,0.0,0.0,0.0,0.0,0.0,35.86565383484727
46,101.10403931043257,0.8139555592407297,1.031847134190159,50.76412824139301,161.4943309345565,0.9,6,1.077179263497485,0.963659886944108,50.76412824139301,2.0004637221533594e-15,0.0,0.0,0.0,0.0,0.0,0.0,36.60676673581808,0.0,0.0,0.0,0.0,0.0,0.0,162.4665632872553,162.4665632872553,162.4665632872553,162.4665632872553,162.4665632872553,162.4665632872553,0.0,4.438156597105012,0.0,0.0,0.0,0.0,0.0,26.62893958263007
47,100.84401776476159,1.0199175358040782,1.3386631932975053,69.95849677618754,195.49651155506908,0.9,6,1.0703673467905779,1.0638665011551272,69.95849677618754,3.48724589082396e-12,0.0,0.0,0.0,0.0,0.0,0.0,22.880894276212548,0.0,0.0,0.0,0.0,0.0,0.0,177.02199847210963,177.02199847210963,177.02199847210963,177.02199847210963,177.02199847210963,177.02199847210963,0.0,7.736673065971262,0.0,0.0,0.0,0.0,0.0,46.42003839582757
48,108.97191285915719,1.1660167341649357,2.2848863540703217,63.32141708814656,168.23345718184154,0.9,6,0.9447880238723048,0.9402904562151924,63.32141708814656,1.802324819890723e-14,0.0,0.0,0.0,0.0,0.0,0.0,15.666134753068548,0.0,0.0,0.0,0.0,0.0,0.0,152.13433153393203,152.13433153393203,152.13433153393203,152.13433153393203,152.13433153393203,152.13433153393203,0.0,9.711031721090825,0.0,0.0,0.0,0.0,0.0,58.266190326544944
49,96.55309609800258,0.7880915888452737,2.2910333813337376,77.34881486990685,158.66269915547252,0.9,6,0.9218357482826716,0.9173142243515556,77.34881486990685,9.758784354242788e-14,0.0,0.0,0.0,0.0,0.0,0.0,14.974181082595894,0.0,0.0,0.0,0.0,0.0,0.0,143.50028562299036,143.50028562299036,143.50028562299036,143.50028562299036,143.50028562299036,143.50028562299036,0.0,9.58318086521453,0.0,0.0,0.0,0.0,0.0,57.49908519128717
50,119.20709044550017,0.7877050599122647,0.32498729692298095,52.624964808508494,187.85959310355503,0.9,6,1.0611049391225078,0.9016215047028685,52.624964808508494,1.8269140667870237e-11,2.8576887175027124e-15,0.0,0.0,0.0,0.0,0.0,88.27729168709915,26.96399378902261,0.0,0.0,0.0,0.0,0.0,198.98024498925128,397.96048997850255,397.96048997850255,397.96048997850255,397.96048997850255,397.96048997850255,0.0,2.254036583887748,3.453280552488811,0.0,0.0,0.0,0.0,18.993043038688462
51,98.14405397312838,0.8321378621748211,1.1531857226238187,78.75390493706594,162.63847667409183,0.9,6,1.0906712467096353,1.094319856450354,78.75390493706594,9.051101123053058e-14,0.0,0.0,0.0,0.0,0.0,0.0,29.830089003582696,0.0,0.0,0.0,0.0,0.0,0.0,145.8865962856826,145.8865962856826,145.8865962856826,145.8865962856826,145.8865962856826,145.8865962856826,0.0,4.890585350521787,0.0,0.0,0.0,0.0,0.0,29.343512103130724
52,85.5386768119801,0.9847608345787349,0.3765726784952786,39.94745196225944,195.20211251102526,0.9,6,1.0555733035904729,0.9757377484283863,39.94745196225944,5.716750637347208e-10,5.642484776309355e-10,5.568225291765583e-10,5.493972352478519e-10,5.419726133984851e-10,5.345486818962135e-10,0.0,66.30862160696462,0.03472382003673033,0.03518085173389654,0.035650033884165044,0.03613185644018656,0.03662683600954489,0.0,190.05631912128746,380.1126382425749,570.1689573638623,760.2252764851498,950.2815956064373,1140.3379147277249,0.0,2.8662384244362755,5.729476495284956,8.589659778971612,11.446731988464016,14.300634892298431,17.151308217784173,60.0295787622446
53,89.4466094417052,1.2841081124605132,0.6173500972494551,56.62246152070851,188.24151988509027,0.9,6,1.0756798459424086,0.9678447799240625,56.62246152070851,1.656250111020875e-13,0.0,0.0,0.0,0.0,0.0,0.0,54.20822971176785,0.0,0.0,0.0,0.0,0.0,0.0,188.293466038285,188.293466038285,188.293466038285,188.293466038285,188.293466038285,188.293466038285,0.0,3.4735217703929027,0.0,0.0,0.0,0.0,0.0,20.841130622357415
54,81.59055332669806,1.1457419505192885,0.5586017861394033,62.62246381458568,176.32526410970624,0.9,6,0.998902105952723,0.9763586195192274,62.62246381458568,1.0776560128565662e-11,0.0,0.0,0.0,0.0,0.0,0.0,52.614890408147375,0.0,0.0,0.0,0.0,0.0,0.0,162.3568499499977,162.3568499499977,162.3568499499977,162.3568499499977,162.3568499499977,162.3568499499977,0.0,3.0857585883112826,0.0,0.0,0.0,0.0,0.0,18.514551529867695
55,105.88709156625363,1.2734039415484915,1.5537129287070794,68.33701636820302,159.08341232101805,0.9,6,1.0461972334146454,1.0708364799399914,68.33701636820302,1.2040714707087206e-14,0.0,0.0,0.0,0.0,0.0,0.0,23.347256441389927,0.0,0.0,0.0,0.0,0.0,0.0,139.8807064133297,139.8807064133297,139.8807064133297,139.8807064133297,139.8807064133297,139.8807064133297,0.0,5.99131237387489,0.0,0.0,0.0,0.0,0.0,35.94787424324934
56,94.41873788487159,1.0558030831503653,0.2831436317211089,81.89236787885623,167.58118604193402,0.9,6,1.0601371558859027,0.9555349325800666,81.89236787885623,7.986056218911665e-15,6.731927684742942e-18,0.0,0.0,0.0,0.0,0.0,130.20418266425355,25.0,0.0,0.0,0.0,0.0,0.0,167.33363930892838,334.66727861785677,334.66727861785677,334.66727861785677,334.66727861785677,334.66727861785677,0.0,1.2851633172216703,2.1563032185919107,0.0,0.0,0.0,0.0,11.859667702255507
57,84.75876242444127,0.7640714779053093,2.0296315415942465,55.267069978845974,208.3087754940474,0.9,6,0.9655413022112227,1.0655365979592168,55.267069978845974,5.862606125593469e-15,0.0,0.0,0.0,0.0,0.0,0.0,18.12267825791498,0.0,0.0,0.0,0.0,0.0,0.0,169.88403219935333,169.88403219935333,169.88403219935333,169.88403219935333,169.88403219935333,169.88403219935333,0.0,9.374112908789153,0.0,0.0,0.0,0.0,0.0,56.24467745273491
58,126.93062907743099,1.0134810272085835,1.22890925555245,68.09365737797235,222.19885950540203,0.9,6,1.0167231324954265,0.9978121191725152,68.09365737797235,2.0869053596766028e-13,0.0,0.0,0.0,0.0,0.0,0.0,27.193877701170603,0.0,0.0,0.0,0.0,0.0,0.0,203.7690708693085,203.7690708693085,203.7690708693085,203.7690708693085,203.7690708693085,203.7690708693085,0.0,7.493196560950076,0.0,0.0,0.0,0.0,0.0,44.95917936570045
59,88.1567801116566,0.9653398216138219,1.4504443985925652,55.149230569233346,173.38796659815003,0.9,6,1.0728477472321445,1.006292435681367,55.149230569233346,5.606733318745291e-16,0.0,0.0,0.0,0.0,0.0,0.0,26.97617093496524,0.0,0.0,0.0,0.0,0.0,0.0,166.37012710170052,166.37012710170052,166.37012710170052,166.37012710170052,166.37012710170052,166.37012710170052,0.0,6.167299558665659,0.0,0.0,0.0,0.0,0.0,37.00379735199396
60,108.06369174202577,1.0240595355436062,0.6049032028534648,75.24483657318069,183.69149864099163,0.9,6,1.00297297162662,1.0166656598683597,75.24483657318069,5.712453693229793e-13,0.0,0.0,0.0,0.0,0.0,0.0,53.746954372030274,0.0,0.0,0.0,0.0,0.0,0.0,163.09574914778017,163.09574914778017,163.09574914778017,163.09574914778017,163.09574914778017,163.09574914778017,0.0,3.0345114630840295,0.0,0.0,0.0,0.0,0.0,18.20706877850418
61,95.7447423315505,0.818190354172895,0.7736099475832395,57.17293265048285,182.36626641919474,0.9,6,1.074007296713505,0.9256822151609448,57.17293265048285,1.8009091150495488e-13,0.0,0.0,0.0,0.0,0.0,0.0,43.16308921944238,0.0,0.0,0.0,0.0,0.0,0.0,190.4286674634926,190.4286674634926,190.4286674634926,190.4286674634926,190.4286674634926,190.4286674634926,0.0,4.411840554213991,0.0,0.0,0.0,0.0,0.0,26.471043325283944
62,120.35714291954717,1.073496240304101,0.30195820023607434,63.7871016375851,227.9087318483391,0.9,6,1.0828253093554736,1.0088610392014885,63.7871016375851,1.4585941694379942e-13,7.68183491822029e-17,0.0,0.0,0.0,0.0,0.0,111.64354572784292,25.0,0.0,0.0,0.0,0.0,0.0,220.15599783438898,440.31199566877797,440.31199566877797,440.31199566877797,440.31199566877797,440.31199566877797,0.0,1.9719545487302095,3.222340238050911,0.0,0.0,0.0,0.0,17.72287130928001
63,93.50032774484605,1.1503494485047805,1.535337989855621,60.42527223146975,192.08482713481882,0.9,6,0.9808294060398853,0.9330969876579556,60.42527223146975,3.846576264297345e-13,0.0,0.0,0.0,0.0,0.0,0.0,21.29031547848396,0.0,0.0,0.0,0.0,0.0,0.0,181.71980454327948,181.71980454327948,181.71980454327948,181.71980454327948,181.71980454327948,181.71980454327948,0.0,8.535327000059059,0.0,0.0,0.0,0.0,0.0,51.21196200035436
64,87.32107078540795,0.7430047808259036,1.675137534621443,63.58360729497215,192.20458149286404,0.9,6,1.012140898458767,1.0852676757847417,63.58360729497215,4.8220533861902345e-14,0.0,0.0,0.0,0.0,0.0,0.0,20.783575331261858,0.0,0.0,0.0,0.0,0.0,0.0,161.32822337444986,161.32822337444986,161.32822337444986,161.32822337444986,161.32822337444986,161.32822337444986,0.0,7.76229406168563,0.0,0.0,0.0,0.0,0.0,46.57376437011378
65,92.03748026694188,1.0608286184003262,2.1360219061359658,56.8342142470384,181.5068217660593,0.9,6,1.0181413203197505,1.040633187472177,56.8342142470384,1.723807662327024e-14,0.0,0.0,0.0,0.0,0.0,0.0,16.728196516109712,0.0,0.0,0.0,0.0,0.0,0.0,159.8254194140722,159.8254194140722,159.8254194140722,159.8254194140722,159.8254194140722,159.8254194140722,0.0,9.554252860441705,0.0,0.0,0.0,0.0,0.0,57.32551716265024
66,82.84796889687897,1.2211602138456148,1.5233904475348858,49.91695779120589,177.09724448941964,0.9,6,1.0975805158889342,1.0360559343914482,49.91695779120589,1.6186464867458798e-13,0.0,0.0,0.0,0.0,0.0,0.0,21.900082638315826,0.0,0.0,0.0,0.0,0.0,0.0,168.85250174744746,168.85250174744746,168.85250174744746,168.85250174744746,168.85250174744746,168.85250174744746,0.0,7.7101308034348435,0.0,0.0,0.0,0.0,0.0,46.26078482060906
67,82.59799711355552,1.2398018070880936,2.4588222779565103,68.2238907006021,211.55180041179506,0.9,6,0.9260944209011335,1.0943939604662378,68.2238907006021,1.0402761946942554e-15,0.0,0.0,0.0,0.0,0.0,0.0,15.748224383427438,0.0,0.0,0.0,0.0,0.0,0.0,161.11679546233918,161.11679546233918,161.11679546233918,161.11679546233918,161.11679546233918,161.11679546233918,0.0,10.230791201571245,0.0,0.0,0.0,0.0,0.0,61.384747209427466
68,105.25571516536638,0.9884022151191119,2.1232425286924435,66.68652278506184,193.35461626521843,0.9,6,1.0431312790512184,0.9847670409609934,66.68652278506184,3.413672473569198e-14,0.0,0.0,0.0,0.0,0.0,0.0,16.582375785120615,0.0,0.0,0.0,0.0,0.0,0.0,184.33275668987943,184.33275668987943,184.33275668987943,184.33275668987943,184.33275668987943,184.33275668987943,0.0,11.116184983293012,0.0,0.0,0.0,0.0,0.0,66.69710989975808
69,83.68955099756552,0.9749956238488232,2.2828426865671587,53.87842069770786,199.04121238204905,0.9,6,0.9408067388739382,1.071160483964041,53.87842069770786,1.538255549500465e-16,0.0,0.0,0.0,0.0,0.0,0.0,17.696113162307554,0.0,0.0,0.0,0.0,0.0,0.0,157.33719181528463,157.33719181528463,157.33719181528463,157.33719181528463,157.33719181528463,157.33719181528463,0.0,8.891059317500885,0.0,0.0,0.0,0.0,0.0,53.34635590500531
70,99.59406451933633,1.1599836910187933,0.6479412911053242,66.29439165243622,184.73113304609714,0.9,6,1.0404301085353351,1.0959418508206977,66.29439165243622,7.574476615370859e-11,0.0,0.0,0.0,0.0,0.0,0.0,42.43865524274729,0.0,0.0,0.0,0.0,0.0,0.0,157.836704013967,157.836704013967,157.836704013967,157.836704013967,157.836704013967,157.836704013967,0.0,3.719173077260526,0.0,0.0,0.0,0.0,0.0,22.315038463563155
71,93.71639403612008,0.8262665512312339,0.7172522252974887,69.14837498615236,206.3429777883008,0.9,6,0.967459925267979,0.9595403547283434,69.14837498615236,1.791646214739822e-11,0.0,0.0,0.0,0.0,0.0,0.0,40.40636569465986,0.0,0.0,0.0,0.0,0.0,0.0,187.2414274170292,187.2414274170292,187.2414274170292,187.2414274170292,187.2414274170292,187.2414274170292,0.0,4.633958639882705,0.0,0.0,0.0,0.0,0.0,27.803751839296233
72,105.895612373777,1.154749587438487,2.0178156598686994,69.93120476922974,170.64279901225126,0.9,6,0.9969442426226254,1.0911338968211628,69.93120476922974,5.6267684134689666e-14,0.0,0.0,0.0,0.0,0.0,0.0,17.224649743606477,0.0,0.0,0.0,0.0,0.0,0.0,140.32120243382099,140.32120243382099,140.32120243382099,140.32120243382099,140.32120243382099,140.32120243382099,0.0,8.146534444678972,0.0,0.0,0.0,0.0,0.0,48.87920666807383
73,81.6683148352963,1.0941426492668909,2.3099463057779253,59.23750684024227,148.62031268909504,0.9,6,0.9715649987736124,1.079393518174794,59.23750684024227,1.6113664627877625e-14,0.0,0.0,0.0,0.0,0.0,0.0,15.515799463111819,0.0,0.0,0.0,0.0,0.0,0.0,120.39618761442158,120.39618761442158,120.39618761442158,120.39618761442158,120.39618761442158,120.39618761442158,0.0,7.759586471883618,0.0,0.0,0.0,0.0,0.0,46.55751883130171
74,86.79276331247041,1.2945545502024332,1.3836174719124175,53.310673932736634,179.30349531521,0.9,6,1.0296182178910043,0.9607711082416484,53.310673932736634,1.4005302416538206e-11,0.0,0.0,0.0,0.0,0.0,0.0,20.9362213722741,0.0,0.0,0.0,0.0,0.0,0.0,172.93685181827635,172.93685181827635,172.93685181827635,172.93685181827635,172.93685181827635,172.93685181827635,0.0,8.260174973469526,0.0,0.0,0.0,0.0,0.0,49.56104984081716
75,95.46634960717465,0.8301302402993056,0.31268991530791374,58.03007522452308,184.02071332148486,0.9,6,1.0509940315123794,0.940573801071811,58.03007522452308,2.4758598676987287e-13,9.970993682455668e-17,0.0,0.0,0.0,0.0,0.0,105.81722737642326,25.0,0.0,0.0,0.0,0.0,0.0,185.06171875043395,370.1234375008679,370.1234375008679,370.1234375008679,370.1234375008679,370.1234375008679,0.0,1.7488808140106953,2.829317246082942,0.0,0.0,0.0,0.0,15.561244853456182
76,102.08189981728415,1.1005202403633503,0.01918768778240473,55.83015945615403,200.43003345143018,0.9,6,0.9268362436671861,1.0470461892163365,55.83015945615403,48.58693110488761,41.34370275362113,34.10047440235465,26.857246051088172,19.61401769982169,12.370789348555212,0.0,7.242124718627748,8.413440468870537,10.038146567948253,12.44421125140282,16.379834833769873,24.020950763391593,0.0,159.67704110085523,319.35408220171047,479.0311233025657,638.7081644034209,798.3852055042762,958.0622466051315,0.0,22.048369408792944,20.398757782103576,18.643905087049983,16.74732429159062,14.644498180543808,12.198599437579816,42.695098031529355
77,87.65257568679182,0.744311505913398,0.41104888782772053,63.7213466598499,165.3792814247626,0.9,6,1.0057939964223412,1.0431074621098708,63.7213466598499,8.820999792202734e-13,0.0,0.0,0.0,0.0,0.0,0.0,77.63307858022398,0.0,0.0,0.0,0.0,0.0,0.0,143.51708236071653,143.51708236071653,143.51708236071653,143.51708236071653,143.51708236071653,143.51708236071653,0.0,1.8486589091325258,0.0,0.0,0.0,0.0,0.0,11.091953454795156
78,96.09901120009005,0.9958862617348043,2.0551735448470607,59.0218170095824,192.13308094950935,0.9,6,1.0934025716096911,1.0522905637002549,59.0218170095824,1.1435949935171572e-14,0.0,0.0,0.0,0.0,0.0,0.0,17.60431460612098,0.0,0.0,0.0,0.0,0.0,0.0,179.67558661411195,179.67558661411195,179.67558661411195,179.67558661411195,179.67558661411195,179.67558661411195,0.0,10.206338084394332,0.0,0.0,0.0,0.0,0.0,61.23802850636599
79,98.08544281162213,1.041499767018016,0.3875025433651917,70.71934261758115,162.67293153903125,0.9,6,1.098825955936535,0.9275360723469838,70.71934261758115,3.6831817237275175e-11,3.440895787912594e-11,3.199182792660443e-11,2.9581256169634546e-11,2.717826233117081e-11,2.4784119766114298e-11,0.0,72.98888395044756,0.17559919976127875,0.18796377546042337,0.20216530444766184,0.2186397222460853,0.23797097672434508,0.0,173.44265128791162,346.88530257582323,520.3279538637348,693.7706051516465,867.2132564395581,1040.6559077274696,0.0,2.3762885784863146,4.741170683371842,7.093532331525386,9.432047619001413,11.755117654289345,14.06078519638241,49.21274818733844
80,106.91686934680818,0.8255841415804355,1.0464371447783685,47.13096048434357,192.6367986589376,0.9,6,1.075588061625296,1.0352088669106336,47.13096048434357,2.2902716722185702e-14,0.0,0.0,0.0,0.0,0.0,0.0,33.69571804037476,0.0,0.0,0.0,0.0,0.0,0.0,180.1356834752076,180.1356834752076,180.1356834752076,180.1356834752076,180.1356834752076,180.1356834752076,0.0,5.34595176928315,0.0,0.0,0.0,0.0,0.0,32.075710615698895
81,99.19209773488532,0.9582731344197688,2.196126850773838,64.16366766085214,175.7218094722815,0.9,6,1.0698207257071581,1.0415746528508172,64.16366766085214,1.168453291781851e-14,0.0,0.0,0.0,0.0,0.0,0.0,16.502665824592096,0.0,0.0,0.0,0.0,0.0,0.0,162.43842906114102,162.43842906114102,162.43842906114102,162.43842906114102,162.43842906114102,162.43842906114102,0.0,9.843162964560369,0.0,0.0,0.0,0.0,0.0,59.05897778736222
